alignment,beat,contributory_cause,device_condition,dooring,dow,first_crash_type,hit_and_run,hour,injuries_fatal,injuries_incapacitating,injuries_no_indication,injuries_non_incapacitating,injuries_reported_not_evident,intersection_related,lane_count,latitude,lighting_condition,longitude,month,most_severe_injury,num_units,posted_speed_limit,road_defect,roadway_surface_cond,street,traffic_control_device,trafficway_type,weather_condition,work_zone,year,i
straight_and_level,513,driving_skills/knowledge/experience,no_controls,0,3,angle,0,15,0,0,5,0,0,0,2,41.692789558,daylight,-87.616381438,1,no_indication_of_injury,2,35,no_defects,snow_or_slush,E 111TH ST,no_controls,not_divided,clear,0,2016,13812
straight_and_level,1215,failing_to_reduce_speed_to_avoid_crash,no_controls,0,4,parked_motor_vehicle,1,6,0,0,1,0,0,0,4,41.896138734,"darkness,_lighted_road",-87.656345713,1,no_indication_of_injury,2,30,no_defects,wet,W CHICAGO AVE,no_controls,divided_-_w/median_(not_raised),clear,0,2016,10082
straight_and_level,323,equipment_-_vehicle_condition,no_controls,0,0,parked_motor_vehicle,0,7,0,0,1,0,0,0,2,41.758679594,daylight,-87.605968426,1,no_indication_of_injury,2,25,no_defects,ice,E 75TH ST,no_controls,not_divided,clear,0,2016,1069
straight_and_level,2533,not_applicable,functioning_properly,0,3,turning,0,17,0,0,2,0,0,1,4,41.909391091,"darkness,_lighted_road",-87.755674214,1,no_indication_of_injury,2,30,no_defects,dry,N LARAMIE AVE,traffic_signal,divided_-_w/median_(not_raised),clear,0,2016,10039
straight_and_level,512,unable_to_determine,no_controls,0,0,parked_motor_vehicle,0,11,0,0,1,0,0,0,1,41.70253299,daylight,-87.61104817,1,no_indication_of_injury,2,30,no_defects,dry,S EBERHART AVE,no_controls,one-way,clear,0,2016,2518
straight_and_level,1432,improper_overtaking/passing,no_controls,0,0,sideswipe_same_direction,0,14,0,0,2,0,0,0,4,41.93400896,daylight,-87.68779479,1,no_indication_of_injury,2,30,no_defects,dry,N WESTERN AVE,no_controls,divided_-_w/median_(not_raised),clear,0,2016,13482
straight_and_level,1932,unable_to_determine,no_controls,0,4,rear_end,0,20,0,0,2,0,0,1,2,41.925357358,"darkness,_lighted_road",-87.661388544,1,no_indication_of_injury,2,30,unknown,unknown,W FULLERTON AVE,no_controls,not_divided,unknown,0,2016,14631
straight_and_level,1834,unable_to_determine,functioning_properly,0,5,rear_end,0,17,0,0,2,0,0,0,3,41.891099617,dusk,-87.620967638,1,no_indication_of_injury,2,30,unknown,wet,E ILLINOIS ST,traffic_signal,one-way,rain,0,2016,17024
straight_and_level,1811,failing_to_yield_right-of-way,no_controls,0,4,sideswipe_same_direction,0,0,0,0,2,0,0,0,1,41.92516722,"darkness,_lighted_road",-87.660736139,1,no_indication_of_injury,2,30,unknown,dry,N LAKEWOOD AVE,no_controls,one-way,clear,0,2016,22958
straight_on_grade,122,unable_to_determine,no_controls,0,2,sideswipe_same_direction,0,18,0,0,2,0,0,0,6,41.886784407,"darkness,_lighted_road",-87.632627059,1,no_indication_of_injury,2,30,no_defects,dry,N LA SALLE ST,no_controls,divided_-_w/median_barrier,clear,0,2016,7469
straight_and_level,821,improper_backing,no_controls,0,5,head_on,0,13,0,0,2,0,0,0,0,41.803600445,daylight,-87.703990406,1,no_indication_of_injury,2,0,no_defects,wet,S KEDZIE AVE,no_controls,parking_lot,clear,0,2016,16006
straight_and_level,613,unable_to_determine,no_controls,0,5,parked_motor_vehicle,1,7,0,0,1,0,0,0,1,41.737746606,daylight,-87.645844141,1,no_indication_of_injury,2,30,no_defects,dry,W 86TH ST,no_controls,not_divided,clear,0,2016,16916
straight_and_level,312,following_too_closely,functioning_properly,0,2,rear_end,0,16,0,0,6,0,0,1,4,41.780008277,dusk,-87.625522512,1,no_indication_of_injury,2,30,unknown,snow_or_slush,S STATE ST,traffic_signal,center_turn_lane,cloudy/overcast,0,2016,5908
"curve,_level",1213,unable_to_determine,functioning_improperly,0,4,turning,0,6,0,0,2,0,0,0,2,41.899759497,daylight,-87.661078061,1,no_indication_of_injury,2,30,no_defects,dry,N MILWAUKEE AVE,traffic_signal,not_divided,clear,0,2016,10883
straight_and_level,122,following_too_closely,no_controls,0,5,rear_end,0,17,0,0,2,0,0,0,4,41.881807564,daylight,-87.636691329,1,no_indication_of_injury,2,20,no_defects,dry,W MADISON ST,no_controls,divided_-_w/median_(not_raised),clear,0,2016,8864
straight_and_level,1113,weather,functioning_properly,0,3,rear_end,0,13,0,0,1,0,1,1,4,41.880634055,daylight,-87.742954731,1,"reported,_not_evident",2,30,no_defects,wet,W MADISON ST,stop_sign/flasher,divided_-_w/median_(not_raised),clear,0,2016,378
straight_and_level,924,following_too_closely,no_controls,0,5,rear_end,0,15,0,0,2,0,0,0,4,41.823390713,daylight,-87.671711074,1,no_indication_of_injury,2,30,no_defects,wet,W PERSHING RD,no_controls,divided_-_w/median_(not_raised),rain,0,2016,19397
straight_and_level,1231,distraction_-_from_inside_vehicle,functioning_properly,0,4,sideswipe_same_direction,0,13,0,0,27,0,0,1,2,41.869004957,daylight,-87.675978724,1,no_indication_of_injury,2,30,no_defects,dry,W TAYLOR ST,traffic_signal,divided_-_w/median_(not_raised),clear,0,2016,1934
straight_and_level,821,driving_skills/knowledge/experience,no_controls,0,2,rear_end,0,16,0,0,2,0,0,0,2,41.814224081,"darkness,_lighted_road",-87.704261899,1,no_indication_of_injury,2,35,unknown,dry,S ARCHER AVE,no_controls,not_divided,clear,0,2016,4189
straight_and_level,113,unable_to_determine,no_controls,0,4,parked_motor_vehicle,0,10,0,0,3,0,0,0,2,41.87689658,daylight,-87.624651454,1,no_indication_of_injury,2,30,unknown,other,E VAN BUREN ST,no_controls,not_divided,clear,0,2016,8422
straight_and_level,1012,unable_to_determine,no_controls,0,0,sideswipe_same_direction,0,14,0,0,2,0,0,0,0,41.856984099,daylight,-87.732086126,1,no_indication_of_injury,2,0,no_defects,dry,S KILDARE AVE,no_controls,parking_lot,clear,0,2016,6569
straight_and_level,1724,not_applicable,functioning_properly,0,5,parked_motor_vehicle,0,12,0,0,1,0,0,0,1,41.957667874,daylight,-87.702171371,1,no_indication_of_injury,2,20,unknown,ice,N RICHMOND ST,stop_sign/flasher,one-way,clear,0,2016,18031
straight_and_level,1632,unable_to_determine,unknown,0,0,turning,0,16,0,0,2,0,0,0,4,41.952733628,unknown,-87.790794549,1,no_indication_of_injury,2,30,unknown,unknown,W IRVING PARK RD,unknown,not_divided,unknown,0,2016,8395
straight_and_level,1834,unable_to_determine,no_controls,0,5,parked_motor_vehicle,0,11,0,0,1,0,0,0,3,41.893265149,daylight,-87.62181212,1,no_indication_of_injury,2,30,no_defects,dry,E ONTARIO ST,no_controls,one-way,clear,0,2016,3896
straight_and_level,824,unable_to_determine,functioning_properly,0,1,rear_end,0,19,0,0,3,0,0,1,2,41.793580011,"darkness,_lighted_road",-87.693855541,1,no_indication_of_injury,2,30,unknown,snow_or_slush,W 55TH ST,traffic_signal,not_divided,snow,0,2016,16593
straight_and_level,1624,unable_to_determine,unknown,0,6,parked_motor_vehicle,0,14,0,0,5,0,0,0,1,41.95997195,unknown,-87.76707886,1,no_indication_of_injury,2,30,unknown,unknown,N CENTRAL AVE,unknown,parking_lot,unknown,0,2016,17253
straight_and_level,333,improper_lane_usage,no_controls,0,1,parked_motor_vehicle,0,17,0,0,1,0,0,0,4,41.765981622,dusk,-87.571515625,1,no_indication_of_injury,2,30,no_defects,wet,S PAXTON AVE,no_controls,one-way,rain,0,2016,18015
straight_and_level,1235,improper_backing,functioning_properly,0,2,rear_end,0,8,0,0,1,0,1,1,2,41.857181972,daylight,-87.641191656,1,"reported,_not_evident",2,0,no_defects,dry,S CANALPORT AVE,traffic_signal,not_divided,clear,0,2016,22764
straight_and_level,1021,failing_to_yield_right-of-way,functioning_properly,0,3,angle,0,17,0,0,2,0,0,1,2,41.858906154,dusk,-87.712914181,1,no_indication_of_injury,2,35,no_defects,dry,S ST LOUIS AVE,stop_sign/flasher,not_divided,clear,0,2016,12700
straight_and_level,1014,unable_to_determine,no_controls,0,4,parked_motor_vehicle,1,13,0,0,1,0,0,0,1,41.858106206,daylight,-87.718728608,1,no_indication_of_injury,2,30,no_defects,dry,S RIDGEWAY AVE,no_controls,one-way,clear,0,2016,2718
straight_and_level,1613,unable_to_determine,unknown,0,1,rear_end,0,17,0,0,2,0,0,0,2,41.975404188,unknown,-87.804670568,1,no_indication_of_injury,2,30,unknown,unknown,W FOSTER AVE,traffic_signal,not_divided,unknown,0,2016,24643
straight_and_level,2012,improper_overtaking/passing,no_controls,0,6,sideswipe_same_direction,0,14,0,0,2,0,0,0,2,41.990680395,daylight,-87.670546562,1,no_indication_of_injury,2,30,no_defects,dry,W PETERSON AVE,no_controls,not_divided,clear,0,2016,19993
straight_and_level,1133,failing_to_yield_right-of-way,functioning_properly,0,6,angle,1,9,0,0,2,0,0,1,0,41.871767873,daylight,-87.710866922,1,no_indication_of_injury,2,30,no_defects,dry,S HOMAN AVE,stop_sign/flasher,not_divided,clear,0,2016,809
straight_and_level,2512,exceeding_safe_speed_for_conditions,no_controls,0,4,rear_end,0,6,0,0,2,0,0,0,2,41.917102969,"darkness,_lighted_road",-87.775635515,1,no_indication_of_injury,2,30,no_defects,wet,N AUSTIN AVE,no_controls,divided_-_w/median_(not_raised),clear,0,2016,17858
straight_and_level,1221,failing_to_reduce_speed_to_avoid_crash,functioning_properly,0,3,rear_end,0,9,0,0,3,0,0,1,2,41.895464659,daylight,-87.706406459,1,no_indication_of_injury,2,30,no_defects,wet,N KEDZIE AVE,traffic_signal,divided_-_w/median_(not_raised),clear,0,2016,13422
straight_and_level,823,unable_to_determine,unknown,0,6,parked_motor_vehicle,0,1,0,0,1,0,0,0,2,41.78318363,darkness,-87.710690195,1,no_indication_of_injury,2,30,unknown,unknown,S ST LOUIS AVE,unknown,not_divided,rain,0,2016,21908
straight_and_level,1121,unable_to_determine,no_controls,0,6,parked_motor_vehicle,1,20,0,0,1,0,0,0,1,41.894882565,"darkness,_lighted_road",-87.713709315,1,no_indication_of_injury,2,30,no_defects,wet,N ST LOUIS AVE,no_controls,one-way,clear,0,2016,10262
straight_and_level,1712,unable_to_determine,functioning_properly,0,2,turning,0,15,0,0,8,0,0,0,4,41.975510345,daylight,-87.740741675,1,no_indication_of_injury,2,30,no_defects,dry,W FOSTER AVE,stop_sign/flasher,divided_-_w/median_(not_raised),clear,0,2016,6873
straight_and_level,1621,unable_to_determine,no_controls,0,0,angle,0,13,0,0,2,0,0,0,1,41.978710264,dusk,-87.757153772,1,no_indication_of_injury,2,10,no_defects,dry,N ELSTON AVE,no_controls,parking_lot,clear,0,2016,10616
straight_and_level,1031,improper_turning/no_signal,not_functioning,0,5,parked_motor_vehicle,1,8,0,0,1,0,0,1,4,41.83699887,daylight,-87.723870764,1,no_indication_of_injury,2,30,no_defects,dry,W 31ST ST,stop_sign/flasher,not_divided,clear,0,2016,5595
straight_and_level,1034,following_too_closely,functioning_properly,0,5,rear_end,0,1,0,0,2,0,0,0,4,41.843307707,"darkness,_lighted_road",-87.685502164,1,no_indication_of_injury,2,30,no_defects,dry,S WESTERN AVE,traffic_signal,not_divided,clear,0,2016,20091
straight_and_level,2531,unable_to_determine,unknown,0,4,turning,0,10,0,0,3,0,0,1,4,41.909172814,daylight,-87.773215934,2,no_indication_of_injury,2,30,unknown,dry,W NORTH AVE,traffic_signal,divided_-_w/median_(not_raised),clear,0,2016,4325
straight_and_level,1932,improper_lane_usage,functioning_properly,0,0,sideswipe_same_direction,0,17,0,0,2,0,0,0,4,41.932514015,daylight,-87.66833623,2,no_indication_of_injury,2,30,no_defects,dry,W DIVERSEY PKWY,traffic_signal,not_divided,clear,0,2016,19482
straight_and_level,2012,improper_turning/no_signal,unknown,0,0,turning,1,22,0,0,2,0,0,1,2,41.976280077,"darkness,_lighted_road",-87.669739656,2,no_indication_of_injury,2,30,unknown,dry,W FOSTER AVE,traffic_signal,not_divided,clear,0,2016,7323
straight_on_hillcrest,511,driving_skills/knowledge/experience,functioning_properly,0,2,rear_end,0,9,0,0,2,0,0,0,2,41.707247975,daylight,-87.620056364,2,no_indication_of_injury,2,30,no_defects,wet,S MICHIGAN AVE,traffic_signal,divided_-_w/median_(not_raised),clear,0,2016,6315
straight_and_level,1434,unable_to_determine,no_controls,0,6,sideswipe_same_direction,0,13,0,0,3,0,0,0,1,41.914359038,daylight,-87.672732123,2,no_indication_of_injury,2,30,no_defects,dry,W BLOOMINGDALE AVE,no_controls,one-way,clear,0,2016,4979
straight_and_level,132,unable_to_determine,no_controls,0,1,other_object,0,19,0,0,1,0,0,0,8,41.852877592,"darkness,_lighted_road",-87.613808881,2,no_indication_of_injury,1,45,no_defects,dry,S LAKE SHORE DR E,no_controls,divided_-_w/median_(not_raised),clear,0,2016,5700
straight_and_level,1432,unable_to_determine,no_controls,0,6,angle,0,11,0,0,2,0,0,0,2,41.924880585,dawn,-87.68093688,2,no_indication_of_injury,2,30,unknown,unknown,W FULLERTON AVE,no_controls,parking_lot,clear,0,2016,22605
straight_and_level,831,failing_to_reduce_speed_to_avoid_crash,functioning_properly,0,6,rear_end,0,15,0,0,2,0,0,0,2,41.764260117,daylight,-87.707846757,2,no_indication_of_injury,2,20,no_defects,dry,S HOMAN AVE,traffic_signal,not_divided,clear,0,2016,2319
straight_and_level,2011,improper_lane_usage,no_controls,0,5,parked_motor_vehicle,0,21,0,0,1,0,0,0,1,41.989879301,"darkness,_lighted_road",-87.690718716,2,no_indication_of_injury,2,30,no_defects,dry,N ARTESIAN AVE,no_controls,one-way,clear,0,2016,21273
straight_and_level,131,following_too_closely,functioning_properly,0,0,rear_end,0,13,0,0,3,0,0,0,10,41.860147067,daylight,-87.625808558,2,no_indication_of_injury,2,45,no_defects,dry,S WABASH AVE,traffic_signal,divided_-_w/median_barrier,clear,0,2016,18661
straight_and_level,1712,following_too_closely,unknown,0,3,rear_end,0,15,0,0,2,0,0,0,2,41.968435555,daylight,-87.720402539,2,no_indication_of_injury,2,35,no_defects,dry,W LAWRENCE AVE,no_controls,not_divided,clear,0,2016,11109
straight_and_level,1112,improper_lane_usage,functioning_properly,0,0,sideswipe_same_direction,0,20,0,0,3,0,0,0,1,41.902566789,daylight,-87.72605751,2,no_indication_of_injury,2,30,no_defects,wet,W DIVISION ST,traffic_signal,center_turn_lane,clear,0,2016,16925
straight_and_level,1034,road_construction/maintenance,functioning_properly,0,0,head_on,0,9,0,0,2,0,0,1,4,41.849273237,daylight,-87.673515951,2,no_indication_of_injury,2,30,no_defects,dry,S BLUE ISLAND AVE,traffic_signal,not_divided,clear,1,2016,1032
straight_and_level,1013,improper_overtaking/passing,functioning_properly,0,3,sideswipe_same_direction,1,8,0,0,2,0,0,1,4,41.84983192,daylight,-87.727963141,2,no_indication_of_injury,2,30,no_defects,dry,W OGDEN AVE,traffic_signal,not_divided,clear,0,2016,19107
straight_and_level,412,failing_to_yield_right-of-way,no_controls,0,5,pedestrian,1,12,0,0,4,0,0,0,1,41.744151639,daylight,-87.585945067,2,no_indication_of_injury,2,15,no_defects,dry,S STONY ISLAND AVE,no_controls,parking_lot,clear,0,2016,12787
straight_and_level,233,failing_to_reduce_speed_to_avoid_crash,functioning_properly,0,5,pedestrian,1,18,0,0,2,0,0,0,1,41.797860975,daylight,-87.601416509,2,no_indication_of_injury,2,30,no_defects,dry,S ELLIS AVE,stop_sign/flasher,other,clear,0,2016,24271
straight_and_level,815,driving_skills/knowledge/experience,functioning_properly,0,4,rear_end,0,9,0,0,2,0,0,0,4,41.813007491,daylight,-87.743156532,2,no_indication_of_injury,2,30,no_defects,dry,S CICERO AVE,traffic_signal,divided_-_w/median_(not_raised),clear,0,2016,20801
straight_and_level,1124,unable_to_determine,no_controls,0,2,other_object,0,16,0,0,1,0,0,0,0,41.877290762,daylight,-87.699296995,2,no_indication_of_injury,1,0,no_defects,dry,W JACKSON BLVD,no_controls,other,unknown,0,2016,3550
straight_and_level,114,unable_to_determine,no_controls,0,5,sideswipe_same_direction,0,18,0,0,2,0,0,0,2,41.885661418,"darkness,_lighted_road",-87.62346883,2,no_indication_of_injury,2,30,no_defects,dry,E LAKE ST,no_controls,divided_-_w/median_barrier,other,0,2016,15680
straight_and_level,1723,weather,no_controls,0,2,turning,0,7,0,0,2,0,0,0,1,41.955682699,daylight,-87.720464717,2,no_indication_of_injury,2,30,no_defects,snow_or_slush,W BELLE PLAINE AVE,no_controls,one-way,snow,0,2016,13656
straight_and_level,2011,unable_to_determine,no_controls,0,5,parked_motor_vehicle,1,16,0,0,1,0,0,0,2,41.981253177,daylight,-87.691745824,2,no_indication_of_injury,2,30,no_defects,dry,W CATALPA AVE,no_controls,divided_-_w/median_(not_raised),clear,0,2016,4196
straight_and_level,833,driving_skills/knowledge/experience,no_controls,0,0,sideswipe_same_direction,0,12,0,0,2,0,0,0,1,41.764052662,daylight,-87.718864299,2,no_indication_of_injury,2,25,unknown,dry,S AVERS AVE,no_controls,one-way,clear,0,2016,22599
straight_and_level,212,failing_to_yield_right-of-way,functioning_properly,0,1,parked_motor_vehicle,0,14,0,0,1,0,0,0,1,41.83071418,daylight,-87.608079352,2,no_indication_of_injury,2,30,no_defects,wet,S LAKE PARK AVE,lane_use_marking,parking_lot,clear,0,2016,23751
straight_and_level,1033,failing_to_yield_right-of-way,no_controls,0,5,angle,0,10,0,0,4,0,0,0,2,41.851598795,daylight,-87.702652309,2,no_indication_of_injury,2,25,no_defects,dry,S ALBANY AVE,no_controls,not_divided,clear,0,2016,8437
straight_and_level,1624,unable_to_determine,no_controls,0,1,parked_motor_vehicle,1,13,0,0,1,0,0,0,1,41.959737684,daylight,-87.762410312,2,no_indication_of_injury,2,25,no_defects,dry,W PENSACOLA AVE,no_controls,other,clear,0,2016,9502
straight_and_level,632,improper_turning/no_signal,functioning_properly,0,3,head_on,0,11,0,0,2,0,0,1,4,41.743873821,daylight,-87.605176161,2,no_indication_of_injury,2,30,no_defects,wet,S COTTAGE GROVE AVE,traffic_signal,not_divided,cloudy/overcast,0,2016,14044
straight_and_level,1013,unable_to_determine,no_controls,0,1,rear_end,1,16,0,0,2,0,0,0,4,41.846866965,daylight,-87.737043067,2,no_indication_of_injury,2,30,no_defects,dry,W OGDEN AVE,no_controls,not_divided,clear,0,2016,22018
straight_and_level,1712,unable_to_determine,no_controls,0,4,parked_motor_vehicle,0,17,0,0,1,0,0,0,2,41.971569476,daylight,-87.727977403,2,no_indication_of_injury,2,30,no_defects,dry,N PULASKI RD,no_controls,not_divided,clear,0,2016,20846
straight_and_level,2514,disregarding_stop_sign,functioning_improperly,0,1,angle,0,7,0,0,3,0,0,1,4,41.936840895,daylight,-87.766584824,2,no_indication_of_injury,2,30,no_defects,dry,N CENTRAL AVE,stop_sign/flasher,divided_-_w/median_(not_raised),clear,0,2016,17054
straight_and_level,1531,improper_turning/no_signal,no_controls,0,0,turning,0,16,0,0,2,0,0,1,4,41.894876581,daylight,-87.74805768,2,no_indication_of_injury,2,30,no_defects,dry,W CHICAGO AVE,no_controls,divided_-_w/median_barrier,clear,0,2016,21915
